"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Parietaria judaica","Linnaeus","Terristorial","Plant","Weed","Profilin-2 (Pollen allergen Par j 3)","IUIS Name not found","Q9T0M8.1","131","http://db.comparedatabase.org/allergens/view/Q9T0M8.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria judaica","Linnaeus","Terristorial","Plant","Weed","Profilin-1 (Pollen allergen Par j 3)","IUIS Name not found","Q9XG85.1","132","http://db.comparedatabase.org/allergens/view/Q9XG85.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria judaica","Linnaeus","Terristorial","Plant","Weed","major allergen Par j I","IUIS Name not found","2008179A","143","http://db.comparedatabase.org/allergens/view/2008179A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria judaica","Linnaeus","Terristorial","Plant","Weed","lipid transfer protein (LTP) type 1","Par j 2","CAA65122.1","133","http://db.comparedatabase.org/allergens/view/CAA65122.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria judaica","Linnaeus","Terristorial","Plant","Weed","lipid transfer protein (LTP) type 1","Par j 1","CAA65123.1","176","http://db.comparedatabase.org/allergens/view/CAA65123.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","mAb 2F9-reactive major allergen {N-terminal} [Parietaria officinalis, pollen, Peptide Partial, 17 aa]","IUIS Name not found","AAB36008.1","17","http://db.comparedatabase.org/allergens/view/AAB36008.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","mAb 8C7-reactive major allergen {N-terminal, band 1} [Parietaria officinalis, pollen, Peptide Partial, 15 aa]","IUIS Name not found","AAB36009.1","15","http://db.comparedatabase.org/allergens/view/AAB36009.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","mAb 8C7-reactive major allergen {N-terminal, band 2} [Parietaria officinalis, pollen, Peptide Partial, 15 aa]","IUIS Name not found","AAB36010.1","15","http://db.comparedatabase.org/allergens/view/AAB36010.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","mAb 3F8-reactive major allergen {N-terminal} [Parietaria officinalis, pollen, Peptide Partial, 15 aa]","IUIS Name not found","AAB36011.1","15","http://db.comparedatabase.org/allergens/view/AAB36011.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","mAb 8B6-reactive major allergen {N-terminal} [Parietaria officinalis, pollen, Peptide Partial, 30 aa]","IUIS Name not found","AAB36012.1","30","http://db.comparedatabase.org/allergens/view/AAB36012.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","lipid transfer protein (LTP) type 1","Par o 1","AAB46819.1","25","http://db.comparedatabase.org/allergens/view/AAB46819.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","lipid transfer protein (LTP) type 1","Par o 1","AAB46820.1","24","http://db.comparedatabase.org/allergens/view/AAB46820.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parietaria officinalis","Linnaeus","Terristorial","Plant","Weed","lipid transfer protein (LTP) type 1","Par o 1","Q7M1E8","12","http://db.comparedatabase.org/allergens/view/Q7M1E8","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Parthenium hysterophorus","Linnaeus","Terristorial","Plant","Feverfew","Par h I precursor","IUIS Name not found","AKF12278.1","156","http://db.comparedatabase.org/allergens/view/AKF12278.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42660.1","395","http://db.comparedatabase.org/allergens/view/CBM42660.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42661.1","391","http://db.comparedatabase.org/allergens/view/CBM42661.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42662.1","393","http://db.comparedatabase.org/allergens/view/CBM42662.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42663.1","393","http://db.comparedatabase.org/allergens/view/CBM42663.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42664.1","169","http://db.comparedatabase.org/allergens/view/CBM42664.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42665.1","169","http://db.comparedatabase.org/allergens/view/CBM42665.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42666.1","169","http://db.comparedatabase.org/allergens/view/CBM42666.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","group 13 grass pollen allergen [Paspalum notatum]","IUIS Name not found","CBM42667.1","169","http://db.comparedatabase.org/allergens/view/CBM42667.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Paspalum notatum","Fl?gge","Terristorial","Plant","Bahia grass","Pas n 1 allergen precursor [Paspalum notatum]","IUIS Name not found","ACA23876.1","265","http://db.comparedatabase.org/allergens/view/ACA23876.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus aztecus","Ives","Habitat of species not found","Animal","Brown shrimp","Pen a 1 allergen","IUIS Name not found","AAZ76743.1","284","http://db.comparedatabase.org/allergens/view/AAZ76743.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus chinensis","Taxon author not found","Habitat of species not found","Animal","Fleshy Prawn","Arginine kinase Putative Pen c 2","IUIS Name not found","AAV83993.1","356","http://db.comparedatabase.org/allergens/view/AAV83993.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus latisulcatus","Taxon author not found","Habitat of species not found","Animal","Western king prawn","Allergen Mel l 1.0101; tropomyosin","IUIS Name not found","AGF86397.1","284","http://db.comparedatabase.org/allergens/view/AGF86397.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1798","Freshwater, Littoral , Brackish, Marine","Animal","black tiger shrimp","Allergen Pen m 4; sarcoplasmic calcium-binding protein","IUIS Name not found","BAL72725.1","193","http://db.comparedatabase.org/allergens/view/BAL72725.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1799","Freshwater, Littoral , Brackish, Marine","Animal","Black tiger shrimp","tropomyosin","Pen m 1","AAX37288.1","284","http://db.comparedatabase.org/allergens/view/AAX37288.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1800","Freshwater, Littoral , Brackish, Marine","Animal","Black tiger shrimp","myosin light chain","Pen m 3","ADV17342.1","177","http://db.comparedatabase.org/allergens/view/ADV17342.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1801","Freshwater, Littoral , Brackish, Marine","Animal","Black tiger shrimp","sarcoplasmic calcium-binding protein","Pen m 4","ADV17343.1","193","http://db.comparedatabase.org/allergens/view/ADV17343.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1802","Freshwater, Littoral , Brackish, Marine","Animal","Black tiger shrimp","RecName: Full=Arginine kinase; Short=AK; AltName: Allergen=Pen m 2","IUIS Name not found","C7E3T4.1","356","http://db.comparedatabase.org/allergens/view/C7E3T4.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penaeus monodon","Fabricus, J.C. 1803","Freshwater, Littoral , Brackish, Marine","Animal","Black tiger shrimp","allergen Pen m 2 [Penaeus monodon]","IUIS Name not found","AAO15713.1","356","http://db.comparedatabase.org/allergens/view/AAO15713.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium brevicompactum","Dierckx","Habitat of species not found","Microorganism","Fungus","60S acidic ribosomal P1 phosphoprotein Pen b 26 [Penicillium brevicompactum]","IUIS Name not found","AAX11194.1","107","http://db.comparedatabase.org/allergens/view/AAX11194.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","aldolase","Pen ch 35","ADK27483.1","324","http://db.comparedatabase.org/allergens/view/ADK27483.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","vacuolar serine protease [Penicillium chrysogenum]","IUIS Name not found","AAG44693.2","494","http://db.comparedatabase.org/allergens/view/AAG44693.2","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","N-acetyl glucosaminidase / N-acetyl hexosaminidase","Pen ch 20","AAB34785.1","117","http://db.comparedatabase.org/allergens/view/AAB34785.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","alkaline serine protease [Penicillium chrysogenum]","IUIS Name not found","AAM33821.1","398","http://db.comparedatabase.org/allergens/view/AAM33821.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","allergen Pen n 13 [Penicillium chrysogenum]","IUIS Name not found","AAF23726.1","397","http://db.comparedatabase.org/allergens/view/AAF23726.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium chrysogenum","Thom","Habitat of species not found","Microorganism","Fungus","allergen Pen n 18 [Penicillium chrysogenum]","IUIS Name not found","AAF71379.1","494","http://db.comparedatabase.org/allergens/view/AAF71379.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","pectate lyase","Pen c 32","ABM60783.1","290","http://db.comparedatabase.org/allergens/view/ABM60783.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","vacuolar serine protease [Penicillium citrinum]","IUIS Name not found","AAG44480.1","358","http://db.comparedatabase.org/allergens/view/AAG44480.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","catalase","Pen c 30","ABB89950.1","733","http://db.comparedatabase.org/allergens/view/ABB89950.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","enolase","Pen c 22","AAK51201.1","438","http://db.comparedatabase.org/allergens/view/AAK51201.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","Heat shock 70 kDa protein (Allergen Pen c 19)","IUIS Name not found","Q92260.1","503","http://db.comparedatabase.org/allergens/view/Q92260.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","elongation factor 1 beta","Pen c 24","AAR17475.1","228","http://db.comparedatabase.org/allergens/view/AAR17475.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","Pen c 1; alkaline serine protease [Penicillium citrinum]","IUIS Name not found","AAD25926.1","397","http://db.comparedatabase.org/allergens/view/AAD25926.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","alkaline serine protease Pen c2 [Penicillium citrinum]","IUIS Name not found","AAD25995.1","457","http://db.comparedatabase.org/allergens/view/AAD25995.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium citrinum","Thom","Habitat of species not found","Microorganism","Fungus","peroxisomal membrane protein","Pen c 3","AAD42074.1","167","http://db.comparedatabase.org/allergens/view/AAD42074.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium crustosum","Thom","Habitat of species not found","Microorganism","Fungus","ribosomal phosphoprotein P1","Pen c 26","AEX34122.1","107","http://db.comparedatabase.org/allergens/view/AEX34122.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Penicillium oxalicum","Currie & Thom","Habitat of species not found","Microorganism","Fungus","serine protease","Pen o 18","AAG44478.1","503","http://db.comparedatabase.org/allergens/view/AAG44478.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American Cockroach","Per a 5.0101 glutathione S transferase class delta","IUIS Name not found","AUW37958.1","216","http://db.comparedatabase.org/allergens/view/AUW37958.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","alpha amylase","Per a 11","AKH04310.1","494","http://db.comparedatabase.org/allergens/view/AKH04310.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","chitinase","Per a 12","AKH04311.1","407","http://db.comparedatabase.org/allergens/view/AKH04311.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","gluthatione S-transferase","Per a 5","AEV23867.1","216","http://db.comparedatabase.org/allergens/view/AEV23867.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 2 allergen [Periplaneta americana]","IUIS Name not found","ADR82198.1","351","http://db.comparedatabase.org/allergens/view/ADR82198.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","tropomyosin","Per a 7","ACS14052.1","284","http://db.comparedatabase.org/allergens/view/ACS14052.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","major allergen Cr-PII [Periplaneta americana]","IUIS Name not found","ADB92492.1","395","http://db.comparedatabase.org/allergens/view/ADB92492.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","major allergen Cr-PI [Periplaneta americana]","IUIS Name not found","ADB92493.1","688","http://db.comparedatabase.org/allergens/view/ADB92493.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 3 allergen [Periplaneta americana]","IUIS Name not found","ADD17628.1","685","http://db.comparedatabase.org/allergens/view/ADD17628.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 4 allergen variant 1 [Periplaneta americana]","IUIS Name not found","ACJ37391.1","167","http://db.comparedatabase.org/allergens/view/ACJ37391.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","arginine kinase","Per a 9","ACA00204.1","356","http://db.comparedatabase.org/allergens/view/ACA00204.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Allergen Cr-PI precursor (Allergen Per a 3)","IUIS Name not found","Q25641.1","685","http://db.comparedatabase.org/allergens/view/Q25641.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","arginine kinase [Periplaneta americana]","IUIS Name not found","AAT77152.1","356","http://db.comparedatabase.org/allergens/view/AAT77152.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","Per a 6 allergen [Periplaneta americana]","IUIS Name not found","AAX33730.1","151","http://db.comparedatabase.org/allergens/view/AAX33730.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","nitrile-specifier protein","Per a 1","AAC34736.1","446","http://db.comparedatabase.org/allergens/view/AAC34736.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Periplaneta americana","Linnaeus","Habitat of species not found","Animal","American cockroach","nitrile-specifier protein","Per a 1","AAC34737.1","274","http://db.comparedatabase.org/allergens/view/AAC34737.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
